ID,target,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19
173,-180.6,1303.05,0.0,2000.0,193.67,-910.84,226.75,0.72,8,38.0,6,1.0,14.1,,-90.48,0.0,0.0,A2,610.49,C1,B1
174,-462.6,1351.63,0.0,2000.0,,-687.19,588.15,0.0,23,26.0,1,3.3,-0.5,418.84,-73.61,0.0,,A1,697.6,C1,B1
175,684.4,1253.17,0.0,2000.0,350.3,-747.73,224.76,0.0,20,46.0,5,0.2,10.2,,-18.86,0.0,-0.9,A4,450.04,C1,B1
176,371.4,1142.92,0.0,1958.0,249.47,-482.13,,1.24,9,58.0,5,1.4,18.3,315.36,-141.18,0.0,9.8,A4,770.66,C1,B1
177,237.4,1261.11,0.0,987.0,,-687.81,480.77,1.61,12,43.0,,0.9,13.8,403.08,-129.05,0.0,1.4,A4,583.61,C1,B1
178,1365.4,1448.19,0.0,1551.0,262.56,-344.53,280.46,0.0,21,,3,2.5,21.9,562.1,-189.59,0.0,13.7,A2,596.37,C1,B1
179,-567.6,1681.7,0.0,421.0,377.92,-618.05,248.19,0.6,15,73.0,0,0.9,1.6,589.01,-231.96,3.2,-2.7,A1,656.51,C1,B1
180,12.4,1432.85,0.0,1892.0,275.42,-535.1,600.48,1.51,,49.0,2,2.2,7.2,363.06,-75.79,0.0,-2.8,A4,868.38,C1,B1
181,-612.6,1573.6,0.0,2000.0,414.29,-601.88,491.28,0.02,8,31.0,6,0.8,-4.8,497.78,-5.41,0.0,-19.3,A1,397.16,C1,B1
182,-520.6,1394.27,0.0,2000.0,193.47,-582.99,256.06,0.0,19,41.0,0,2.1,-1.8,305.82,-7.52,0.0,-13.3,A1,616.98,C1,B2
183,-632.6,1643.09,0.0,105.0,,-606.57,309.56,0.0,5,98.0,6,0.8,13.5,556.17,-15.3,0.0,13.1,A2,768.31,C1,B1
184,1853.4,1461.83,,,460.85,-797.36,333.6,,18,54.0,0,2.9,23.0,560.28,,,13.1,A2,585.75,C1,B1
185,-483.6,1526.59,0.0,1536.0,448.98,-518.0,488.49,0.0,23,,6,1.5,-4.0,434.6,-125.25,0.0,,A1,473.91,C1,B1
186,737.4,1416.25,0.0,1988.0,,-695.12,515.28,2.45,12,,5,2.2,23.2,520.28,87.46,0.0,12.1,A3,,C1,B1
187,-7.6,1081.76,0.0,589.0,315.42,-717.21,421.93,0.5,12,77.0,2,,13.2,404.82,61.95,0.0,9.2,A4,696.01,C1,B1
188,-539.6,1296.86,0.7,235.0,340.63,,430.1,0.0,21,92.0,,,1.1,399.04,-110.89,1.0,0.0,A1,714.61,C1,B1
189,209.4,1512.74,0.0,,176.38,-480.34,382.43,0.0,23,74.0,0,1.5,,452.47,109.47,0.0,9.5,A4,667.49,C1,B1
190,-599.6,1366.42,0.0,1401.0,281.61,-459.29,347.97,0.2,9,49.0,5,1.1,-15.1,,-96.59,0.3,-23.4,A1,528.25,C1,B1
191,-453.6,1331.3,0.0,2000.0,296.99,-676.45,551.66,0.0,2,86.0,0,,7.3,463.31,-103.56,0.0,,A2,532.99,C1,B1
192,600.4,1552.91,0.0,,351.96,-508.95,266.82,2.74,14,34.0,3,1.5,24.6,453.06,-181.87,0.0,7.6,A4,595.35,C1,B1
193,-296.6,1542.1,0.0,350.0,291.6,-713.5,309.03,0.0,1,82.0,1,0.4,4.5,415.48,-123.66,0.0,1.6,A4,,C1,B1
194,999.4,,0.0,1936.0,279.18,-294.59,456.77,3.36,13,37.0,5,1.2,,,,0.0,10.3,A3,696.23,C1,B1
195,752.4,1310.1,0.0,2000.0,,-494.19,248.25,2.04,16,41.0,6,1.7,22.0,296.01,-42.15,0.0,8.1,A2,603.76,C1,B1
196,-492.6,1383.72,0.0,401.0,,-709.98,462.48,,10,58.0,2,0.5,,416.66,-112.49,0.0,-3.2,A1,714.11,C1,B1
197,-681.6,1371.79,0.0,2000.0,361.04,,719.93,0.0,,88.0,3,2.5,7.0,434.64,-5.17,0.0,5.1,A2,580.65,C1,B1
198,-4.6,1310.9,0.0,1306.0,337.34,-590.41,438.88,0.0,1,80.0,2,1.5,28.5,494.31,-4.54,0.0,24.7,A3,564.77,C1,B1
199,-452.6,1301.27,0.0,1728.0,277.8,-453.52,379.01,1.73,11,40.0,1,3.4,-0.3,414.44,,0.0,-12.2,A1,569.94,C1,B1
200,-463.6,1369.0,0.0,191.0,222.11,,,0.0,2,94.0,,1.6,12.1,,-195.71,0.0,11.1,A2,695.0,C1,B1
201,475.4,1542.28,0.0,1552.0,422.8,-628.3,241.98,0.0,23,77.0,2,0.4,29.1,,-11.93,0.0,,A3,,C1,B1
202,541.4,1526.75,0.0,1961.0,201.69,-571.8,171.36,1.39,14,45.0,3,2.2,25.6,473.49,-6.85,0.0,12.7,A3,617.29,C1,B1
203,-633.6,1260.5,0.0,1557.0,564.8,-393.61,,,,70.0,2,1.3,-8.1,447.32,-102.35,,-12.6,A1,644.91,C1,B1
204,458.4,1559.42,0.0,2000.0,268.81,-698.91,546.73,0.0,21,42.0,1,1.1,,387.58,-37.53,0.0,-3.7,A4,536.16,C1,B1
205,-442.6,1320.9,,1707.0,337.34,-609.57,454.8,1.05,12,45.0,5,2.4,-2.7,407.1,-134.29,0.4,-13.0,A1,721.53,C1,B1
206,-566.6,1508.06,0.0,,376.61,-580.19,414.94,0.0,4,66.0,3,1.1,9.5,399.09,38.43,,3.4,A2,683.5,C1,B1
207,-552.6,1378.72,0.0,1973.0,404.43,-556.05,362.96,0.66,16,31.0,,2.6,-9.6,498.8,-35.31,0.5,-23.6,A1,676.14,C1,B1
208,575.4,,0.0,2000.0,285.59,-841.28,599.71,0.04,20,,1,1.7,19.1,466.36,-45.3,0.0,16.3,A3,627.81,C1,B1
209,-704.6,1353.22,0.0,2000.0,285.46,-625.82,454.4,1.22,16,41.0,1,,25.1,487.71,-35.19,0.0,10.9,A4,538.78,No,B1
210,-316.6,1245.76,0.0,2000.0,,-379.18,654.34,0.16,18,29.0,,3.5,-7.6,528.66,47.87,0.0,-22.6,A1,,C1,B1
211,-684.6,1323.9,0.2,224.0,428.94,-546.43,406.93,0.0,6,96.0,1,0.7,8.6,587.99,,0.0,7.9,A2,537.4,C1,B1
212,-476.6,1361.89,0.0,2000.0,317.42,-576.44,308.01,0.9,15,16.0,2,2.2,-3.1,557.73,-317.8,0.0,-25.4,A1,607.23,C1,B1
213,-674.6,1317.33,0.0,77.0,97.05,-439.61,121.43,0.0,7,,5,1.9,1.2,375.12,-172.11,1.3,-0.7,A4,621.18,C1,B1
214,481.4,1367.08,0.0,,333.96,-528.0,461.04,3.1,14,36.0,2,2.2,20.7,318.64,24.18,0.0,5.0,A2,,C1,B1
215,-679.6,1238.9,0.0,519.0,412.92,-566.24,290.36,0.12,11,95.0,5,2.4,10.9,445.65,18.46,0.0,10.1,A4,516.53,C1,B1
216,391.4,1432.76,0.0,1891.0,195.09,-638.57,488.86,,10,43.0,3,0.9,22.2,423.26,-94.93,0.0,9.0,A4,537.64,C1,B1
217,1375.4,1392.24,0.0,1987.0,208.77,,635.96,0.87,18,56.0,5,3.0,27.1,,-64.13,0.0,17.5,A3,644.31,C1,B1
218,-369.6,1295.38,0.0,,345.1,-697.61,,2.12,14,20.0,1,3.7,5.0,455.67,54.17,,-16.1,A1,798.87,C1,B1
219,-400.6,,0.0,592.0,308.41,-454.31,,0.74,14,53.0,6,,3.7,443.34,58.95,0.0,-5.0,A1,625.24,C1,B1
220,-371.6,1482.61,0.0,628.0,330.41,-684.47,536.12,0.63,,69.0,2,1.7,2.3,419.84,-171.99,,-2.8,A1,737.15,C1,B1
221,-88.6,1243.25,0.0,1839.0,167.93,-682.03,586.1,2.12,15,24.0,6,1.8,10.1,434.35,-2.33,0.0,-9.6,A2,,C1,B1
222,-303.6,1529.82,0.0,,,-666.26,491.94,0.0,3,84.0,1,,27.3,447.08,-189.48,0.0,24.3,A3,661.89,C1,B1
223,1229.4,1255.67,0.0,2000.0,121.09,-611.53,297.22,0.19,18,42.0,3,,27.3,306.04,,0.0,13.2,A3,654.93,C1,B1
224,-401.6,1344.63,0.2,399.0,215.92,-544.67,-31.95,0.11,9,86.0,0,1.7,3.9,608.36,-91.25,0.0,1.7,A1,620.53,C1,B1
225,113.4,1308.53,0.0,1240.0,437.22,-536.89,514.19,1.82,12,50.0,6,,20.8,347.59,-43.05,0.0,9.9,A2,769.77,C1,B1
226,-341.6,1424.87,5.0,973.0,285.0,-572.63,114.46,0.06,12,90.0,,1.2,11.5,449.16,,0.0,9.9,A4,672.58,C1,B1
227,783.4,1547.37,0.0,1912.0,433.34,-614.18,710.88,,16,34.0,,3.2,29.9,513.24,-265.87,0.0,12.3,A3,487.65,C1,B1
228,-388.6,1302.15,,638.0,,-758.3,239.29,0.0,18,,2,2.5,1.5,439.84,-47.06,0.0,,A1,781.63,C1,B1
229,-608.6,1332.09,0.0,1085.0,162.07,-537.28,219.2,0.0,5,65.0,3,0.5,12.3,574.04,-89.44,0.0,5.8,A2,667.42,C1,B1
230,-681.6,1599.16,1.5,1771.0,497.09,-800.79,,0.0,22,,3,2.6,16.2,415.61,8.82,0.0,14.8,A4,656.26,C1,B1
231,-644.6,1355.95,0.0,1368.0,377.7,-505.67,608.8,0.0,7,58.0,6,0.9,-5.6,412.11,-68.48,0.0,-12.5,A1,690.5,C1,B1
232,-481.6,1549.67,0.0,733.0,342.45,-929.69,49.78,0.15,7,83.0,6,1.1,5.8,546.38,-61.49,0.0,3.1,A2,612.65,C1,B1
233,-557.6,1491.52,0.0,1928.0,420.6,-526.75,573.63,0.0,22,,1,1.4,7.2,378.46,,0.0,0.0,A2,730.8,C1,B1
234,759.4,961.55,0.0,1455.0,405.22,-547.0,457.08,0.0,19,46.0,,1.4,14.9,435.59,-99.71,0.0,3.3,A4,663.43,C1,B1
235,278.4,1405.34,0.0,1221.0,271.2,-480.93,371.11,0.0,0,82.0,1,1.4,28.0,658.57,-112.1,0.0,,A3,549.14,C1,B1
236,2593.4,1256.44,0.0,2000.0,262.35,-459.03,309.11,0.48,18,42.0,1,1.1,25.9,363.12,1.6,0.0,11.9,A4,657.54,C1,B1
237,534.4,1360.1,0.0,766.0,119.3,-477.91,395.11,0.0,22,94.0,3,1.1,21.6,454.54,-34.3,0.0,20.5,A3,520.84,C1,B1
238,-10.6,,0.0,1731.0,185.6,-472.36,335.16,1.0,8,63.0,,0.8,18.2,429.56,-121.91,0.0,11.0,A2,572.89,C1,B2
239,300.4,1385.49,0.0,2000.0,324.53,-497.94,383.58,0.0,7,65.0,1,1.2,1.3,410.74,-117.11,0.0,-4.5,A4,544.97,C1,B1
240,-469.6,1387.99,0.0,294.0,385.77,-642.95,467.36,1.12,11,,1,2.9,2.6,335.0,-76.82,0.0,-3.9,A1,795.72,C1,B1
241,-45.6,1241.15,0.0,1327.0,367.27,,543.19,0.1,18,40.0,6,2.1,4.1,328.71,-230.74,0.0,-8.3,A1,691.8,C1,B1
242,80.4,1282.2,0.0,935.0,479.15,-725.65,214.45,1.01,13,44.0,0,2.0,10.8,,,,-0.9,A4,681.33,C1,B1
243,87.4,,0.0,1231.0,275.36,-396.28,337.8,,21,,3,,3.8,540.87,-135.05,0.0,-4.4,A4,820.29,C1,B1
244,-177.6,1594.06,0.0,2000.0,451.65,-399.09,109.63,0.0,1,64.0,0,0.2,26.6,529.33,-174.66,0.0,19.2,A3,,C1,B1
245,619.4,1201.22,0.0,,395.44,-624.78,378.06,2.88,15,35.0,2,2.9,21.2,345.07,-122.94,0.0,5.1,A2,719.9,C1,B1
246,214.4,1403.17,0.0,1335.0,416.79,-503.09,448.47,2.79,12,,3,2.7,17.8,575.79,-85.83,0.0,-4.8,A2,583.24,C1,B1
247,-217.6,1566.64,0.0,,,-632.49,336.47,0.0,1,68.0,1,0.5,5.6,319.27,-73.83,0.0,0.1,A4,618.29,C1,B1
248,-604.6,,0.0,,449.52,,240.27,0.0,1,55.0,3,2.9,-10.6,317.64,-96.62,0.0,-17.9,A1,472.47,C1,B1
249,-488.6,1372.52,0.0,1734.0,243.3,-537.85,419.57,0.0,21,27.0,2,3.1,1.7,508.84,-98.35,0.0,,A1,715.01,C1,B1
250,-141.6,1300.69,0.0,404.0,221.78,-611.6,,0.0,,78.0,0,1.5,5.4,490.58,-100.9,0.0,1.8,A4,573.3,C1,B1
251,-525.6,1421.29,0.0,1984.0,338.98,-405.47,518.44,0.87,11,35.0,0,2.9,-2.8,508.25,5.49,0.0,-16.1,A1,595.78,C1,B2
252,-133.6,1378.45,0.0,1904.0,,-698.01,,,23,46.0,2,,3.9,414.67,39.65,0.0,-6.6,A4,456.09,C1,B1
253,439.4,1429.13,3.5,390.0,,-730.04,338.83,0.71,13,87.0,5,1.7,25.6,480.55,-91.79,0.0,23.2,A3,609.8,C1,B1
254,-395.6,1301.71,1.6,404.0,438.42,,265.42,0.14,8,95.0,,,27.5,568.53,54.15,0.0,26.6,A3,533.3,C1,B1
255,-356.6,1378.14,0.5,1078.0,,-540.23,205.1,0.0,23,84.0,6,0.9,20.8,508.35,-162.31,0.0,17.9,A3,641.43,C1,B1
256,-542.6,1245.56,0.0,1310.0,551.97,-540.39,,0.0,5,72.0,1,,4.7,406.25,-133.16,,0.0,A4,533.61,C1,B1
257,291.4,,0.0,1674.0,284.7,-757.72,404.85,0.01,17,38.0,3,1.3,5.8,205.72,-53.68,0.0,,A4,577.68,C1,B1
258,92.4,1297.3,0.0,,215.08,-779.52,,2.74,11,53.0,1,1.8,30.4,,-232.77,0.0,,A3,548.54,C1,B1
259,-400.6,1478.23,0.0,1774.0,,-709.42,199.49,0.0,4,60.0,6,,29.5,365.75,-155.67,0.0,20.9,A3,604.94,C1,B1
260,1987.4,1504.17,0.0,1374.0,75.56,-602.39,273.23,1.25,18,50.0,2,2.6,32.0,389.13,-83.37,0.0,20.2,A3,771.35,C1,B1
261,1290.4,1449.29,0.0,1972.0,50.49,-427.7,136.75,2.51,,35.0,5,1.6,23.4,,,0.0,7.0,A4,678.71,C1,B2
262,-552.6,1386.66,0.0,348.0,341.49,-715.01,,0.0,5,81.0,5,1.7,10.9,324.33,-105.78,0.0,7.7,A2,534.85,C1,B1
263,-637.6,1381.97,0.0,1573.0,480.5,-598.84,349.69,0.0,3,49.0,6,1.8,-7.7,418.87,12.46,0.0,-16.5,A1,716.57,C1,B1
264,-571.6,1668.1,0.0,2000.0,445.0,-566.92,299.2,0.0,0,51.0,1,1.1,-11.0,635.36,-195.11,0.0,-19.1,A1,674.68,C1,B1
265,1107.4,1563.58,0.0,753.0,314.02,-558.2,517.89,0.24,19,53.0,4,2.7,18.7,390.54,-317.48,,8.9,A2,535.96,C1,B1
266,-78.6,,0.0,2000.0,,,449.83,2.86,12,39.0,1,1.2,35.2,334.99,-127.98,0.0,19.1,A3,790.25,C1,B1
267,-261.6,1159.16,,2000.0,312.99,-796.15,323.74,0.0,21,39.0,2,3.2,,455.11,,0.0,-8.9,A2,570.3,C1,B1
268,541.4,1243.51,0.0,1418.0,464.61,-432.98,664.81,,9,75.0,3,,24.8,487.49,8.62,0.0,,A3,876.95,C1,B1
269,277.4,1651.94,0.0,1905.0,407.76,-568.8,275.44,2.99,12,47.0,4,2.9,27.8,534.68,-119.86,0.0,15.4,A3,519.27,C1,B1
270,19.4,1320.26,0.0,334.0,309.04,-541.14,135.21,0.0,0,84.0,0,1.5,12.5,319.49,-131.55,0.0,9.8,A2,600.2,C1,B1
271,1191.4,1061.4,0.0,2000.0,,-672.28,275.21,0.74,,34.0,2,2.5,16.9,488.18,103.87,0.0,,A4,630.19,C1,B1
272,-328.6,1575.51,0.0,718.0,420.28,-452.11,260.06,0.0,0,77.0,5,1.9,5.1,473.02,-10.62,0.0,1.3,A2,629.62,C1,B1
273,-542.6,1462.69,0.0,972.0,377.66,-765.62,341.6,0.0,4,87.0,2,0.6,9.0,294.27,16.21,0.0,6.9,A4,619.78,C1,B1
274,618.4,1665.82,0.0,,177.84,-442.54,583.27,3.0,15,26.0,3,3.8,19.9,402.27,-108.64,0.0,-0.1,A2,483.33,C1,B1
275,-568.6,1445.0,0.0,1979.0,342.63,-466.82,477.53,0.0,6,39.0,6,2.9,-5.9,351.12,-32.68,0.0,-17.6,A1,698.31,C1,B1
276,-581.6,1315.23,0.0,,235.29,-836.14,491.91,1.14,10,32.0,2,3.7,-9.6,424.25,147.05,0.0,-23.2,A1,599.76,C1,B1
277,-322.6,1465.88,0.0,1998.0,316.92,-544.57,105.08,0.34,17,25.0,4,2.3,2.0,417.05,-222.28,0.0,-16.0,A1,743.87,C1,B1
278,-316.6,1088.29,0.0,2000.0,126.83,,242.71,0.0,7,65.0,5,,7.3,423.86,-60.7,0.0,1.1,A4,679.38,C1,B1
279,-426.6,,0.0,1062.0,,-589.73,414.45,0.23,,37.0,2,0.6,1.7,418.44,-152.19,0.0,-11.4,A1,777.25,C1,B1
280,-432.6,1253.42,0.0,2000.0,199.46,-663.17,417.93,,,,5,1.6,2.8,377.83,,0.0,,A4,590.88,C1,B1
281,1459.4,1420.34,0.0,1950.0,83.01,,254.15,0.06,20,58.0,3,2.9,,546.94,,0.0,14.3,A2,522.6,C1,B1
282,-372.6,1410.65,0.0,986.0,9.39,-532.29,487.32,0.0,21,62.0,3,0.6,-0.2,382.35,-33.73,0.0,-6.6,A1,,C1,B1
283,-572.6,1350.52,0.0,495.0,230.82,,516.93,0.0,4,57.0,0,1.2,14.6,442.14,-90.31,0.0,6.1,A2,818.05,C1,B1
284,-688.6,1413.14,6.0,534.0,334.31,,304.26,0.0,20,97.0,6,1.1,21.9,413.06,-79.56,,21.3,A3,584.7,C1,B1
285,-332.6,1425.49,0.0,1996.0,521.77,-569.14,25.89,1.87,14,17.0,,1.8,4.1,404.13,-142.54,0.0,-18.8,A1,703.79,C1,B1
286,-51.6,1398.92,0.0,2000.0,302.53,-527.19,,0.0,1,94.0,,0.6,23.1,410.82,-153.24,0.0,22.0,A3,757.31,C1,B1
287,1059.4,1141.19,,1998.0,546.21,-481.66,162.24,2.2,16,44.0,5,1.6,28.9,521.4,47.65,0.0,15.4,A3,494.15,C1,B1
288,943.4,1609.5,0.0,325.0,,-536.38,450.08,0.0,22,71.0,0,0.6,19.6,469.88,84.23,0.0,14.1,A2,690.64,C1,B1
289,511.4,1562.93,0.0,567.0,342.66,-370.15,476.8,0.21,8,77.0,4,1.3,2.6,415.76,-122.13,0.0,-1.0,A2,537.35,C1,B1
290,-651.6,1400.39,0.0,471.0,109.38,-667.26,,0.0,23,80.0,6,1.3,7.4,210.81,94.89,0.0,4.1,A2,574.19,C1,B1
291,-653.6,1427.54,0.0,1981.0,390.03,-404.7,422.08,,5,64.0,1,,-6.7,351.62,-64.95,0.0,-12.3,A1,765.84,C1,B1
292,-620.6,1577.28,0.0,442.0,300.55,-506.92,483.03,0.4,13,95.0,4,1.9,7.7,387.13,-58.14,0.0,6.9,A2,629.51,C1,B1
293,-612.6,1165.02,0.0,1989.0,434.63,-557.32,399.23,0.0,3,55.0,1,1.5,2.7,454.02,40.49,0.0,-5.4,A2,637.2,C1,B1
294,324.4,962.6,,806.0,436.39,-344.41,251.5,1.69,9,65.0,4,1.2,28.4,390.69,-147.68,,21.1,A3,560.82,C1,B1
295,1605.4,1299.65,0.0,1982.0,444.64,-539.55,525.86,0.6,18,,0,2.4,13.4,,-3.72,0.0,2.8,A2,664.25,C1,B1
296,-278.6,1491.66,0.0,408.0,216.71,-382.27,14.96,0.65,15,53.0,4,2.7,5.7,579.32,-44.05,0.0,-3.1,A1,641.89,C1,B1
297,-442.6,1321.66,0.0,2000.0,132.86,-441.11,,1.09,12,23.0,1,4.0,-1.3,646.2,-108.32,0.0,-19.8,A1,,C1,B1
298,392.4,1328.04,0.0,2000.0,127.12,-517.21,561.57,,23,65.0,1,,31.0,365.23,-1.73,0.0,23.6,A3,551.79,C1,B1
299,1016.4,1578.45,0.0,2000.0,370.91,-583.63,162.33,0.39,8,27.0,4,1.1,10.6,426.09,106.67,0.0,,A2,480.8,C1,B1
300,-382.6,1131.33,0.0,2000.0,156.68,-337.8,176.7,1.42,11,66.0,3,,6.1,480.75,,0.0,0.2,A2,767.64,C1,B1
301,54.4,1457.57,0.0,2000.0,545.52,-471.21,429.24,0.0,21,28.0,3,3.2,2.2,,-2.58,0.0,-14.4,A4,726.17,C1,B1
302,-30.6,1431.56,0.0,2000.0,299.02,-439.94,485.46,,1,,4,1.6,19.0,344.4,-84.01,0.0,15.0,A4,634.47,C1,B1
303,-618.6,1528.91,0.0,2000.0,181.95,-578.7,381.04,0.0,,,6,0.1,-4.7,412.06,-2.9,0.0,-18.5,A1,633.42,C1,B1
304,79.4,1516.0,0.0,1722.0,235.1,-657.71,501.47,1.49,9,50.0,3,1.7,33.0,486.68,27.15,0.0,21.1,A3,696.72,C1,B1
305,-147.6,1382.65,0.0,2000.0,324.01,-573.38,447.95,0.0,18,43.0,6,3.3,-7.9,485.45,26.22,0.0,-18.3,A1,709.65,C1,B1
306,279.4,1150.49,0.0,480.0,248.75,-379.64,309.11,0.0,20,80.0,3,1.5,17.1,447.53,-2.53,0.0,13.6,A2,440.83,C1,B1
307,624.4,1622.16,0.0,890.0,377.86,-661.4,,0.0,23,75.0,6,2.0,23.3,462.75,-106.71,,18.6,A3,814.3,C1,B1
308,-6.6,1378.42,0.0,1664.0,216.48,,399.24,2.14,14,46.0,2,4.4,18.6,493.9,-83.57,0.0,6.7,A2,602.66,C1,B1
309,-498.6,1601.18,0.0,1185.0,382.11,-551.93,446.06,0.0,3,53.0,3,1.5,8.6,409.98,-189.5,0.0,-0.4,A2,545.14,C1,B1
310,742.4,1367.35,0.0,1517.0,290.35,,385.31,0.0,,60.0,3,2.2,13.4,494.97,-240.11,0.0,5.7,A2,530.82,C1,B1
311,-169.6,1467.42,0.0,421.0,207.26,-632.3,371.68,0.0,3,84.0,3,0.6,19.1,410.11,-250.11,0.0,16.3,A3,577.55,C1,B1
312,-464.6,,0.5,443.0,282.67,,426.34,,1,96.0,2,0.5,24.6,606.08,-9.13,0.0,23.9,A3,518.64,C1,B1
313,641.4,1271.63,0.0,2000.0,220.42,-698.73,491.78,1.95,15,51.0,3,2.0,26.9,488.94,14.17,0.0,15.9,A3,647.62,C1,B1
314,-624.6,1200.52,0.0,1687.0,56.04,-657.05,469.21,0.0,5,78.0,6,0.6,-0.9,406.83,94.57,0.0,-4.2,A2,513.24,C1,B1
315,134.4,1367.98,0.0,557.0,451.99,-453.6,222.52,,7,71.0,1,0.6,10.4,440.08,-124.92,0.0,5.3,A4,788.7,C1,B1
316,-294.6,1220.38,0.0,286.0,299.25,-871.25,383.73,0.0,1,76.0,2,1.4,11.9,502.83,79.08,0.0,7.7,A4,539.53,C1,B1
317,-646.6,1329.46,0.0,,321.54,-675.88,308.47,0.0,4,91.0,3,1.2,-3.6,472.49,-134.22,2.2,-4.8,A1,642.77,C1,B1
318,-555.6,1521.84,0.0,1594.0,480.67,-392.24,407.2,0.0,,38.0,5,0.8,0.8,477.18,-25.44,0.0,-11.9,A2,555.78,C1,B1
319,472.4,966.6,0.0,1895.0,508.92,-595.1,217.14,,16,55.0,5,,31.7,449.79,-271.35,0.0,21.5,A3,529.29,C1,B1
320,-447.6,1565.49,0.1,1952.0,256.83,-490.95,486.05,0.0,20,62.0,3,2.1,29.2,572.55,-182.17,0.0,,A3,728.94,C1,B1
321,37.4,1305.98,0.0,1783.0,277.43,-705.06,324.39,2.26,11,39.0,5,1.2,8.0,565.56,-127.36,,,A2,,C1,B1
322,-244.6,,0.0,2000.0,269.9,-339.68,415.37,,7,38.0,3,0.9,-7.4,198.64,75.15,0.0,-19.3,A1,539.31,C1,B1
323,-95.6,1462.18,0.0,230.0,511.96,-749.44,474.22,0.16,9,94.0,0,0.7,17.4,544.35,-83.76,0.0,16.4,A2,641.99,C1,B1
324,460.4,1523.33,0.0,763.0,420.42,-486.73,289.16,0.0,7,,2,0.6,7.8,318.74,13.04,0.0,6.2,A4,542.45,C1,B1
325,-102.6,,0.0,370.0,307.8,-586.06,332.59,0.0,2,80.0,4,1.5,,379.18,81.39,,16.2,A3,736.99,C1,B1
326,339.4,1379.65,0.0,1815.0,414.61,-524.04,457.2,2.52,10,33.0,1,1.1,25.5,328.36,-232.91,0.0,0.0,A3,630.64,C1,B1
327,-147.6,1525.88,0.0,1293.0,185.5,-632.25,373.85,0.0,2,84.0,,0.1,,567.09,94.97,,22.7,A3,726.37,C1,B1
328,1199.4,1419.92,0.0,1989.0,264.92,-592.39,256.62,,17,,2,2.2,17.0,469.56,-180.11,0.0,5.5,A4,773.43,C1,B1
329,-609.6,1371.07,0.0,1363.0,428.18,-720.98,445.94,0.0,2,46.0,0,0.4,2.7,372.11,-68.06,0.0,-7.7,A2,409.53,C1,B1
330,-306.6,1525.09,0.0,675.0,,-559.72,197.76,1.34,14,57.0,2,3.5,,307.47,-205.92,0.0,-0.2,A1,545.67,C1,B1
331,-17.6,1331.4,0.0,835.0,220.94,-780.03,440.93,0.0,23,75.0,4,,5.0,472.08,-83.06,0.0,0.9,A4,752.38,C1,B1
332,450.4,1378.08,,2000.0,265.87,-568.5,,0.34,18,47.0,3,,8.1,,-83.94,0.0,-2.5,A2,688.57,C1,B1
333,-662.6,1340.99,0.0,2000.0,215.06,-551.5,,0.0,,45.0,5,,-14.1,347.0,-106.86,0.0,-23.4,A1,460.99,C1,B1
334,-445.6,1207.11,0.0,862.0,306.16,-417.12,371.49,0.0,7,79.0,2,1.0,,303.37,-222.35,0.0,2.4,A4,674.08,C1,B1
335,-530.6,1667.49,0.0,537.0,156.71,-612.76,424.12,0.49,11,64.0,,0.7,-0.5,414.15,-60.35,0.0,-6.4,A1,664.64,C1,B1
336,-481.6,1422.41,0.0,2000.0,374.65,-396.23,142.94,,23,58.0,2,1.1,-2.7,458.31,-114.78,0.0,-9.8,A1,583.23,C1,B1
337,127.4,1518.84,0.0,879.0,389.91,-515.74,482.16,2.18,,37.0,1,0.9,22.7,685.14,-111.96,0.0,7.2,A2,568.99,C1,B1
338,1740.4,1383.32,0.0,2000.0,208.76,-928.21,352.79,0.11,18,39.0,2,2.3,14.6,529.56,14.23,0.0,,A4,586.7,C1,B1
339,549.4,1316.24,0.0,1990.0,503.27,-555.06,509.68,2.94,,42.0,4,1.7,28.5,381.89,,0.0,14.3,A4,729.61,C1,B1
340,425.4,1432.01,0.0,1400.0,302.05,-624.61,,2.12,13,37.0,6,1.2,,,-211.65,0.0,1.7,A4,629.13,C1,B1
341,874.4,1366.74,0.0,1748.0,613.88,-632.76,47.83,1.6,15,25.0,2,,19.0,390.3,-75.65,0.0,-1.5,A4,683.5,C1,B1
342,-452.6,1484.07,,297.0,392.81,-605.97,70.38,0.0,3,86.0,0,0.9,12.0,442.5,71.38,0.0,,A2,622.27,C1,B1
343,-704.6,1332.38,0.0,900.0,364.6,-968.08,141.17,0.0,6,70.0,1,,11.0,435.59,,0.0,5.7,A4,714.11,No,B1
344,-422.6,1617.12,,945.0,301.98,-550.53,564.61,0.0,,,2,3.3,,458.74,-9.78,,-2.5,A2,497.72,C1,B1
345,-431.6,1316.79,0.0,1970.0,292.98,-690.89,472.69,0.95,13,23.0,3,3.6,1.5,422.79,-106.71,0.0,-17.4,A1,580.07,C1,B1
346,-139.6,1177.32,0.0,,406.39,-788.83,440.68,2.33,,46.0,3,2.1,6.9,504.26,,0.0,-3.9,A2,539.0,C1,B1
347,-585.6,1261.52,0.0,,307.3,-484.11,432.5,0.0,21,69.0,4,2.2,,374.31,,0.0,-10.3,A1,550.95,C1,B1
